Date,Open,High,Low,Close,Volume
2018-02-13,10829,14078,10829,14078,1548539
2018-02-14,17157,17800,13350,13351,9160132
2018-02-19,12961,13807,12572,13029,1929364
2018-02-20,14044,14281,12301,12640,2025081
2018-02-21,12352,12927,12183,12420,1025252
2018-02-22,12403,12656,11793,11828,755386
2018-02-23,11963,12132,11438,11642,593271
2018-02-26,11692,11963,11540,11862,700367
2018-02-27,12521,15059,12284,13994,7596987
2018-02-28,13638,13790,12826,13046,1471403
2018-03-02,12690,12859,12098,12860,734512
2018-03-05,12758,13705,12453,13537,1642818
2018-03-06,13215,14196,13079,13740,1379205
2018-03-07,13689,13705,12453,12454,735691
2018-03-08,12521,14348,12487,12894,1672687
2018-03-09,12995,13452,12859,12945,438248
2018-03-12,13266,13502,13147,13215,492697
2018-03-13,13130,13147,12792,12894,503778
2018-03-14,12741,13299,12707,12928,429239
2018-03-15,12826,13401,12741,13401,679995
2018-03-16,13469,14518,13181,14383,1309198
2018-03-19,14179,15228,13790,14840,1888514
2018-03-20,14484,15364,14365,14687,957135
2018-03-21,14839,14856,13841,14061,656467
2018-03-22,14416,15854,13993,14501,2049262
2018-03-23,13976,14281,13485,13537,537160
2018-03-26,13536,13672,12978,13537,415937
2018-03-27,13773,14315,13638,13943,444631
2018-03-28,13739,14484,13485,13824,483015
2018-03-29,13976,14264,13790,13875,281320
2018-03-30,14179,14484,13841,13841,372113
2018-04-02,13858,14281,13722,13858,391102
2018-04-03,13858,14281,13858,14281,392903
2018-04-04,14416,14433,14027,14417,456978
2018-04-05,14602,14721,13976,14011,468450
2018-04-06,14061,14145,13536,13537,387709
2018-04-09,13384,13621,13232,13469,276384
2018-04-10,13638,13942,13502,13689,309105
2018-04-11,13722,14179,13638,13638,392921
2018-04-12,13672,13807,13164,13300,293712
2018-04-13,13367,13401,13012,13181,238686
2018-04-16,13232,13249,12978,13198,222419
2018-04-17,13249,13266,12859,12894,198252
2018-04-18,12910,13096,12758,12758,232678
2018-04-19,12656,12690,11929,11946,342407
2018-04-20,11963,12200,11776,12031,166133
2018-04-23,12064,12098,11167,11202,264057
2018-04-24,11066,11370,11066,11117,149775
2018-04-25,10998,11269,10812,10931,122441
2018-04-26,11032,11455,11032,11286,141106
2018-04-27,11489,11489,11252,11354,83345
2018-04-30,11353,11353,10490,10508,263014
2018-05-02,10304,10423,9780,10271,229093
2018-05-03,10406,10490,10152,10186,108902
2018-05-04,10118,10186,9746,9882,161461
2018-05-08,9898,10051,9864,9916,105968
2018-05-09,9814,10558,9814,10525,174568
2018-05-10,10694,11066,10389,10931,140886
2018-05-11,10947,11286,10812,11083,136829
2018-05-14,10660,10744,10237,10288,338253
2018-05-15,10423,10507,10220,10322,155661
2018-05-16,10440,10575,10321,10423,177406
2018-05-17,10524,10524,10203,10305,90873
2018-05-18,10406,10626,10355,10525,140177
2018-05-21,10524,10914,10524,10694,126059
2018-05-23,10863,10914,10558,10660,97598
2018-05-24,10727,10880,10440,10677,106484
2018-05-25,10778,11167,10727,10897,207204
2018-05-28,10660,10795,10406,10559,164802
2018-05-29,10575,10660,10321,10356,127686
2018-05-30,10423,10457,9814,9899,160627
2018-05-31,10084,10237,9932,10186,88548
2018-06-01,10254,10389,10101,10356,64716
2018-06-04,10355,10744,10338,10643,135205
2018-06-05,10727,11066,10626,10626,140278
2018-06-07,10744,10744,10474,10576,84145
2018-06-08,10575,10592,10237,10339,78158
2018-06-11,10355,10423,10135,10153,73214
2018-06-12,10152,10203,10034,10136,73514
2018-06-14,10101,10152,9915,9933,69492
2018-06-15,9898,10135,9898,10017,48738
2018-06-18,10101,10101,9238,9307,161546
2018-06-19,9306,9441,8528,8799,202324
