Date,Open,High,Low,Close,Volume
1998-09-25,437.0,437.0,409.0,417,4830.0
1998-09-26,437.0,437.0,409.0,424,7700.0
1998-09-28,427.0,438.0,410.0,437,8650.0
1998-09-29,444.0,444.0,423.0,424,20.0
1998-09-30,438.0,441.0,410.0,434,13510.0
1998-10-01,434.0,444.0,424.0,444,4220.0
1998-10-02,438.0,441.0,438.0,437,9100.0
1998-10-07,441.0,458.0,434.0,451,12180.0
1998-10-08,451.0,455.0,437.0,454,7020.0
1998-10-09,451.0,472.0,451.0,471,12620.0
1998-10-10,472.0,472.0,441.0,465,13720.0
1998-10-12,465.0,496.0,465.0,495,48050.0
1998-10-13,496.0,512.0,478.0,492,20430.0
1998-10-14,478.0,492.0,478.0,492,3280.0
1998-10-15,502.0,505.0,502.0,506,11570.0
1998-10-16,505.0,512.0,492.0,506,14310.0
1998-10-17,501.0,526.0,501.0,526,30100.0
1998-10-19,526.0,539.0,515.0,519,27140.0
1998-10-20,525.0,539.0,512.0,540,10360.0
1998-10-21,546.0,560.0,518.0,546,27680.0
1998-10-22,563.0,567.0,525.0,546,31150.0
1998-10-23,546.0,546.0,532.0,546,35680.0
1998-10-24,525.0,546.0,525.0,546,7510.0
1998-10-26,532.0,532.0,526.0,526,21090.0
1998-10-27,525.0,546.0,525.0,546,7860.0
1998-10-28,546.0,546.0,518.0,546,13020.0
1998-10-29,560.0,567.0,546.0,553,46030.0
1998-10-30,560.0,574.0,554.0,574,34860.0
1998-10-31,595.0,602.0,588.0,601,16940.0
1998-11-02,629.0,669.0,615.0,649,80800.0
1998-11-03,683.0,696.0,662.0,693,126650.0
1998-11-04,683.0,696.0,683.0,697,41290.0
1998-11-05,703.0,744.0,703.0,714,67060.0
1998-11-06,745.0,796.0,721.0,738,190380.0
1998-11-07,741.0,769.0,741.0,751,43820.0
1998-11-09,751.0,840.0,751.0,840,87520.0
1998-11-10,929.0,939.0,809.0,820,153740.0
1998-11-11,799.0,819.0,755.0,799,90000.0
1998-11-12,792.0,820.0,765.0,765,25750.0
1998-11-13,779.0,786.0,752.0,751,33580.0
1998-11-14,752.0,786.0,752.0,779,31070.0
1998-11-16,798.0,853.0,798.0,847,45720.0
1998-11-17,861.0,867.0,799.0,813,46840.0
