Date,Open,High,Low,Close,Volume
2020-09-18,29311.0,29505.0,26893.0,27329,119318.0
2020-09-21,26409.0,27328.0,24668.0,25491,99568.0
2020-09-22,24716.0,29940.0,23072.0,25781,432752.0
2020-09-23,26506.0,27232.0,24765.0,25249,64136.0
2020-09-24,24571.0,24958.0,23217.0,23363,38995.0
2020-09-25,23846.0,24233.0,22201.0,23121,57744.0
2020-09-28,23120.0,24184.0,22830.0,23217,50534.0
2020-09-29,23265.0,28683.0,23265.0,25636,666494.0
2020-10-05,25587.0,26603.0,24475.0,25201,95722.0
2020-10-06,23314.0,25635.0,22636.0,23121,149204.0
2020-10-07,23604.0,25442.0,23265.0,24282,180615.0
2020-10-08,24765.0,25152.0,24233.0,24427,84349.0
2020-10-12,25055.0,25732.0,24426.0,24814,103161.0
2020-10-13,25152.0,25490.0,24523.0,25249,67705.0
2020-10-14,25152.0,25490.0,23894.0,23991,51802.0
2020-10-15,24039.0,25152.0,24039.0,24668,52770.0
2020-10-16,24329.0,24958.0,24039.0,24185,38439.0
2020-10-19,24620.0,24620.0,23217.0,23895,16492.0
2020-10-20,23991.0,24281.0,22975.0,23459,15340.0
2020-10-21,23410.0,23894.0,22975.0,23314,17592.0
2020-10-22,23314.0,23410.0,22975.0,23072,8797.0
2020-10-23,23072.0,23217.0,22250.0,22540,12945.0
2020-10-26,21572.0,22685.0,21282.0,22250,19576.0
2020-10-27,22250.0,27500.0,22250.0,22950,326580.0
2020-10-28,23000.0,24400.0,22950.0,23750,35467.0
2020-10-29,23050.0,23400.0,22500.0,23250,26070.0
2020-10-30,23300.0,23750.0,22700.0,22900,12853.0
2020-11-02,22900.0,23200.0,22650.0,22950,8198.0
2020-11-03,23300.0,23300.0,21750.0,21850,559825.0
2020-11-04,21850.0,22150.0,20800.0,21150,57644.0
2020-11-05,21900.0,21950.0,20750.0,21350,68289.0
2020-11-06,21600.0,21650.0,20900.0,21000,26367.0
2020-11-09,21250.0,21500.0,20300.0,21100,72555.0
2020-11-10,21150.0,21950.0,20500.0,21100,96757.0
2020-11-11,21300.0,21300.0,20600.0,20700,31593.0
2020-11-12,20900.0,20900.0,20000.0,20200,28676.0
2020-11-13,20000.0,20150.0,19700.0,20050,21085.0
2020-11-16,20500.0,20500.0,19700.0,19700,21946.0
2020-11-17,19800.0,20150.0,19550.0,19750,21121.0
2020-11-18,19750.0,19950.0,19650.0,19750,12554.0
2020-11-19,19950.0,19950.0,19350.0,19550,17347.0
2020-11-20,19550.0,20200.0,19400.0,20000,16064.0
2020-11-23,20000.0,20000.0,19600.0,19950,11668.0
