Date,Open,High,Low,Close,Volume
2017-10-30,68000,88400,68000,88400,268264
2017-10-31,94000,114500,90100,114500,460821
2017-11-01,129500,132000,108500,108500,397464
2017-11-02,111500,111500,91000,93000,230881
2017-11-03,93000,104500,91600,92900,229421
2017-11-06,93100,93500,85600,86800,86255
2017-11-07,85100,89100,82800,83100,66404
2017-11-08,84500,88500,83200,83500,72194
2017-11-09,84800,87900,83500,87300,37012
2017-11-10,87500,87500,84600,85100,20985
2017-11-13,86200,86300,82000,82400,25626
2017-11-14,81400,81900,78500,79000,30285
2017-11-15,79400,81300,76800,78300,34311
2017-11-16,78500,78500,76600,77300,18364
2017-11-17,76700,82000,76100,80200,24598
2017-11-20,80700,81800,79300,79300,18462
2017-11-21,79300,79300,77000,77000,14413
2017-11-22,79800,100000,79200,89000,416272
2017-11-23,91100,93000,82200,82900,91004
2017-11-24,83200,84800,80400,80400,39645
2017-11-27,79900,80100,78100,78300,22402
2017-11-28,78400,93800,78400,81500,202953
2017-11-29,80200,84300,79400,82500,27960
2017-11-30,82800,83200,81100,81700,14816
2017-12-01,78600,79000,75200,75700,285611
2017-12-04,77100,77700,75200,75500,29989
2017-12-05,75600,75700,74000,74200,31328
2017-12-06,73300,74000,71000,71000,34410
2017-12-07,70100,71500,68200,68800,27022
2017-12-08,68300,71400,68200,68400,21509
2017-12-11,71200,71200,67900,68000,17697
2017-12-12,68700,68700,66000,66200,20981
2017-12-13,66000,68500,65900,66500,37142
2017-12-14,66700,67800,64900,66100,31690
2017-12-15,65200,65400,63700,64000,18925
2017-12-18,64000,64200,61400,62300,15099
2017-12-19,62000,62300,59400,59600,24827
2017-12-20,58900,59400,57300,57800,19889
2017-12-21,57500,61000,57200,58200,11204
2017-12-22,58200,67800,57600,61400,57818
2017-12-26,73300,78700,65300,74000,245797
2017-12-27,71500,73800,67900,68800,62232
2017-12-28,69300,69300,65500,67100,31403
2018-01-02,66800,67800,65000,66900,20026
2018-01-03,74200,77500,72900,74300,107834
2018-01-04,75200,75500,73000,73900,33023
2018-01-05,73900,74000,71800,73000,14215
2018-01-08,73000,73400,71300,71900,10979
2018-01-09,72700,73600,70700,70700,9742
2018-01-10,72000,72000,69300,71200,5532
2018-01-11,71100,72500,70300,70300,5249
2018-01-12,70600,71700,69000,69800,7353
2018-01-15,70000,71300,68600,69600,11219
2018-01-16,70300,71000,69000,70200,4344
2018-01-17,70200,70800,69200,70000,6874
2018-01-18,71000,71000,69300,69800,6475
2018-01-19,70400,71000,69100,69400,7288
2018-01-22,70000,70000,68700,69100,6488
2018-01-23,68500,69800,68500,68900,5741
2018-01-24,69000,70500,68700,69900,6681
2018-01-25,70900,71400,70000,70100,5074
2018-01-26,70700,71700,70200,71300,6614
2018-01-29,70600,72500,70600,71700,10648
2018-01-30,71700,72700,70800,70800,5742
2018-01-31,70300,70400,69500,70300,5672
2018-02-01,70200,70500,69600,70000,3803
2018-02-02,70000,70500,68900,69100,5629
2018-02-05,68800,69600,68100,68400,4146
2018-02-06,66200,68000,65500,66300,8274
2018-02-07,67200,67900,65200,65300,4846
2018-02-08,65500,67000,65500,65700,2830
2018-02-09,65000,66400,64300,65600,3514
2018-02-12,66500,66800,65100,66400,3166
2018-02-13,66400,68800,66000,66300,4474
2018-02-14,63000,63800,62000,62800,12406
2018-02-19,62600,64900,62600,63900,2001
2018-02-20,64000,64700,63500,64500,2253
2018-02-21,64200,65100,63700,64700,1234
2018-02-22,65700,65700,63900,64200,1757
2018-02-23,65200,65200,63700,64200,1443
2018-02-26,64100,64700,63700,64000,1213
2018-02-27,65400,65400,64000,64000,1750
2018-02-28,64900,65000,63300,63400,1516
2018-03-02,61900,63300,61900,63200,938
2018-03-05,62900,62900,61300,61900,1207
2018-03-06,61900,63000,61900,62900,2247
2018-03-07,63000,63900,61800,61800,1594
2018-03-08,61800,62300,61800,61900,555
2018-03-09,61900,64000,61800,63000,2119
2018-03-12,64400,64400,62800,63300,1500
2018-03-13,63300,63600,62600,63500,688
2018-03-14,63500,63500,62700,63200,752
2018-03-15,63000,63200,62400,63100,1751
2018-03-16,63200,63500,62700,63300,2081
2018-03-19,63000,63400,62600,63300,1563
2018-03-20,62600,63300,62600,62700,856
2018-03-21,62100,63000,62100,63000,517
2018-03-22,62600,63000,61500,62100,2028
2018-03-23,61100,62700,61100,61600,1533
2018-03-26,61000,61300,60000,61000,2098
2018-03-27,61500,61900,61100,61300,3014
2018-03-28,61500,61500,61000,61100,2087
2018-03-29,61000,61500,60300,61200,3349
2018-03-30,61300,61400,61100,61300,2024
2018-04-02,61500,64400,61500,62600,13636
2018-04-03,63700,64000,62200,63200,9055
2018-04-04,63300,63300,62000,62500,3949
2018-04-05,62300,62800,62000,62600,2793
2018-04-06,63300,63300,61300,62200,3436
2018-04-09,62200,62200,61300,61700,2271
2018-04-10,61700,61700,60000,61200,2047
2018-04-11,60900,61500,60600,60900,1915
2018-04-12,60900,61500,60400,60400,2075
2018-04-13,60800,61300,60400,60900,989
2018-04-16,60500,60900,60500,60900,1013
2018-04-17,61800,61800,60800,61000,1613
2018-04-18,60700,61600,60400,61100,1499
2018-04-19,61100,61700,60400,60900,3105
2018-04-20,61500,62900,60900,62000,4370
2018-04-23,61200,61800,60700,61600,2069
2018-04-24,62800,62800,61200,61700,1563
2018-04-25,61700,61700,60900,61300,2418
2018-04-26,61400,62200,61200,61300,1538
2018-04-27,61300,61600,60500,61100,1831
2018-04-30,61900,61900,60500,61000,3196
2018-05-02,60800,60900,60400,60800,2691
2018-05-03,60600,60800,60400,60400,2834
2018-05-04,60500,60800,60000,60300,3347
2018-05-08,60300,60600,59500,60200,2168
2018-05-09,60400,61500,59600,61300,5850
2018-05-10,61700,61700,60300,61000,1719
2018-05-11,61000,61400,60700,61300,1125
2018-05-14,60900,62300,60100,61700,3848
2018-05-15,61700,62900,61000,61700,3495
2018-05-16,60400,62000,60000,60700,1467
2018-05-17,61500,61500,60100,60600,2013
2018-05-18,60600,60900,60100,60600,977
2018-05-21,60600,62500,60600,61900,5591
2018-05-23,62900,64500,61200,63300,11843
2018-05-24,63300,64500,62100,62500,5229
2018-05-25,62500,62500,60200,61700,2553
2018-05-28,61700,62300,60700,61200,1849
2018-05-29,60900,62500,60100,60700,3797
2018-05-30,60900,61600,60000,60400,2907
2018-05-31,60400,61300,60100,60300,1818
2018-06-01,60300,60800,59900,60000,2114
2018-06-04,59900,60600,59900,60300,2372
2018-06-05,60300,60300,59800,60200,2473
2018-06-07,59800,60200,59500,60100,2422
2018-06-08,60100,60100,59800,59900,2965
2018-06-11,60000,60100,59700,59900,1856
2018-06-12,59900,60300,59500,60300,4116
2018-06-14,59800,60000,59700,59800,1396
2018-06-15,59700,60000,59600,60000,1249
