Date,Open,High,Low,Close,Volume
2021-05-27,39800,39800,27900,27900,1459435
2021-05-28,26600,28500,25500,25850,491112
2021-05-31,25800,25850,23050,23150,352366
2021-06-01,23050,23350,21700,22250,337189
2021-06-02,21900,22200,21500,21750,96806
2021-06-03,21850,22450,21550,21800,84910
2021-06-04,21700,22000,21450,21700,70349
2021-06-07,21900,22300,21650,21700,115949
2021-06-08,21750,21750,21400,21550,59993
2021-06-09,21450,21650,21100,21100,98936
2021-06-10,21100,21200,20650,20650,74346
2021-06-11,20650,20900,20450,20750,41137
2021-06-14,20900,21250,20750,20950,47996
2021-06-15,21050,21600,20900,21400,75987
2021-06-16,21350,21500,21150,21300,64338
2021-06-17,21200,21250,20900,21000,36933
2021-06-18,21150,21200,20950,21200,30774
2021-06-21,21150,21200,20900,21000,28439
2021-06-22,21000,21050,20900,21000,21487
2021-06-23,21000,21250,20850,20950,42285
2021-06-24,21050,21050,20350,20400,79748
2021-06-25,20350,20600,20300,20450,26102
2021-06-28,20450,20600,20300,20400,26413
2021-06-29,20500,20500,20150,20150,36923
2021-06-30,20200,20200,19200,19450,54352
2021-07-01,19500,19500,19000,19200,24025
2021-07-02,19200,19200,19050,19050,14232
2021-07-05,18950,18950,18500,18550,35590
2021-07-06,18450,18450,18150,18400,29699
2021-07-07,18400,18400,17850,17850,45508
2021-07-08,17800,17800,17200,17300,28755
2021-07-09,17000,17150,16950,17150,28997
2021-07-12,17200,17450,17200,17350,22732
2021-07-13,17350,17350,17100,17100,26749
2021-07-14,17100,17450,17100,17450,12251
2021-07-15,17350,18100,17350,18050,17218
2021-07-16,17950,18100,17950,18100,11323
2021-07-19,18050,18150,17950,18000,9199
2021-07-20,17800,18100,17750,18000,10113
2021-07-21,18000,18050,17950,18000,13881
2021-07-22,18000,18000,17900,17950,8567
2021-07-23,18050,18050,17900,18000,7913
2021-07-26,18000,18000,17700,17700,12557
2021-07-27,17650,17700,17550,17650,7682
2021-07-28,17650,17650,17500,17500,6182
2021-07-29,17450,17600,17450,17600,3310
2021-07-30,17600,17600,17350,17400,8784
2021-08-02,17850,17850,17550,17600,8596
2021-08-03,17550,17550,17400,17400,5871
2021-08-04,17400,17450,17350,17400,6021
2021-08-05,17350,17750,17350,17600,6121
2021-08-06,17600,17650,17500,17550,6812
2021-08-09,17550,17550,17400,17450,7067
2021-08-10,17450,17450,17250,17400,4580
2021-08-11,17000,17350,17000,17200,5548
2021-08-12,17050,17100,17050,17050,7956
2021-08-13,17000,17000,16850,16850,14990
2021-08-17,16800,16850,16650,16650,12392
2021-08-18,16400,16450,16400,16400,13529
2021-08-19,16350,16350,15550,15550,17961
2021-08-20,15600,15600,14900,14900,12039
2021-08-23,15150,15150,14850,14850,11627
2021-08-24,14900,15250,14900,15250,8726
2021-08-25,15250,15250,15050,15050,8764
2021-08-26,15050,15050,14950,15000,5972
2021-08-27,14950,15050,14950,15050,6267
2021-08-30,15100,15400,15100,15400,4428
2021-08-31,15300,15450,15200,15250,6955
2021-09-01,15250,15250,15000,15250,7253
2021-09-02,15250,15250,15200,15200,4244
2021-09-03,15250,15300,15200,15300,5224
2021-09-06,15350,15350,15200,15350,7854
2021-09-07,15800,16000,15800,15950,12952
2021-09-08,15900,15900,15750,15900,2868
2021-09-09,15900,16350,15850,16200,5535
2021-09-10,16200,16200,15850,16100,5293
2021-09-13,16100,16100,15900,16000,1960
2021-09-14,16000,16000,15850,16000,2515
2021-09-15,16250,16250,15950,15950,3317
2021-09-16,16000,16000,15800,15800,4609
2021-09-17,15800,15800,15550,15650,4279
2021-09-23,15650,15650,15500,15500,3070
2021-09-24,15450,15600,15400,15550,3436
2021-09-27,15250,15550,15250,15450,5238
2021-09-28,15300,15350,15250,15300,4646
2021-09-29,14900,15000,14850,14900,13332
2021-09-30,14900,15100,14900,15000,3203
2021-10-01,14900,14900,14350,14350,13286
2021-10-05,14200,14200,13700,13700,17908
2021-10-06,13750,13750,13300,13300,11289
