Date,Open,High,Low,Close,Volume
2022-04-28,41600,45500,41000,43450,184729
2022-04-29,43750,45250,43600,44850,33628
2022-05-02,44800,44800,43750,44300,17659
2022-05-03,43500,43650,42250,42300,27285
2022-05-04,42600,43100,42250,42800,9533
2022-05-06,43050,43050,41200,42100,8886
2022-05-09,41800,41800,40650,41000,11832
2022-05-10,40650,41450,39850,41000,6816
2022-05-11,40400,41000,40000,41000,4831
2022-05-12,41000,41100,40200,40300,7641
2022-05-13,39900,41250,39900,40700,2478
2022-05-16,40700,41000,40200,40200,2428
2022-05-17,40200,41000,39950,40200,2929
2022-05-18,41000,41000,39450,39650,8399
2022-05-19,39000,40200,38100,38450,8710
2022-05-20,39750,39750,37800,38200,12130
2022-05-23,38200,38200,37750,38000,2711
2022-05-24,38900,38900,38200,38350,5313
2022-05-25,38400,39500,38050,39300,9126
2022-05-26,38800,39850,38800,39100,1654
2022-05-27,39800,40000,39100,39500,3265
2022-05-30,39600,40050,39600,40000,1970
2022-05-31,40000,40550,39700,40200,6343
2022-06-02,40200,40300,39050,39150,3359
2022-06-03,39250,39450,38800,39300,3314
2022-06-07,39300,39300,38000,38400,3067
2022-06-08,38350,39900,38200,38350,1893
2022-06-09,38350,38600,37950,38250,2223
2022-06-10,38150,39000,38100,38650,2357
2022-06-13,37700,39200,36900,37300,5133
2022-06-14,36400,37250,36000,37000,4929
2022-06-15,37800,37800,35800,36250,4525
2022-06-16,37850,37850,36000,36000,3082
2022-06-17,34450,36000,34450,35850,4844
2022-06-20,35900,35900,33950,34850,4746
2022-06-21,35000,35450,34250,34850,4038
2022-06-22,34850,34850,33600,33650,4145
2022-06-23,33650,33650,32400,32900,3635
2022-06-24,33250,35000,32900,34200,1966
2022-06-27,34900,35500,33500,34900,3053
2022-06-28,35300,35350,34400,34900,1792
2022-06-29,34900,35150,34000,34850,2115
2022-06-30,34850,35750,34600,35150,7829
2022-07-01,35150,36900,34600,35400,5750
2022-07-04,35400,35400,33750,34250,2005
2022-07-05,33900,34850,33900,34250,3101
2022-07-06,34900,34900,33750,33750,1203
2022-07-07,33750,34300,33750,34150,2136
2022-07-08,34500,34500,34050,34250,2450
2022-07-11,34300,34450,33800,34200,1042
2022-07-12,33800,34450,33250,33600,1194
2022-07-13,33550,33900,33200,33500,1309
2022-07-14,33500,33850,33250,33300,942
2022-07-15,34900,34950,33050,33250,1021
2022-07-18,33400,34000,31750,33600,1559
2022-07-19,33600,34050,32550,33800,986
